date,temperature,pressure,pattern,wind_speed,wind_degree
2016-02-29,49.46,0,0,17.4,0
2016-03-01,43.52,0,0,8.1,0
2016-03-02,52.519999999999996,0,0,29.3,281.0
2016-03-03,46.4,0,0,5.3,0
2016-03-04,48.74,0,0,6.0,0
2016-03-05,44.78,0,0,2.0,0
2016-03-06,53.42,0,0,13.5,0
2016-03-07,44.42,0,0,9.6,0
2016-03-08,0,0,0,0,0
2016-03-09,0,0,0,0,0
2016-03-10,47.480000000000004,0,0,4.9,0
2016-03-11,53.78,0,0,4.3,0
2016-03-12,52.16,0,0,10.3,0
2016-03-13,0,0,0,0,0
2016-03-14,50.18,0,0,21.0,0
2016-03-15,38.84,0,0,16.9,0
2016-03-16,38.480000000000004,0,0,17.3,254.0
2016-03-17,32.36,0,0,8.0,0
2016-03-18,25.88,0,0,6.9,0
2016-03-19,27.68,0,0,4.3,0
2016-03-20,35.96,0,0,5.1,0
2016-03-21,54.5,0,0,7.5,0
2016-03-22,56.3,0,0,13.4,0
2016-03-23,0,0,0,0,0
2016-03-24,0,0,0,0,0
2016-03-25,38.3,0,0,8.1,0
2016-03-26,30.74,0,0,2.9,0
2016-03-27,38.84,0,0,7.7,0
2016-03-28,43.879999999999995,0,0,5.3,0
2016-03-29,44.24,0,0,6.3,0
2016-03-30,37.58,0,0,9.0,0
2016-03-31,35.24,0,0,7.0,0
2016-04-01,0,0,0,0,0
2016-04-02,51.44,0,0,9.2,0
2016-04-03,55.76,0,0,11.0,0
2016-04-04,58.64,0,0,7.9,0
2016-04-05,52.879999999999995,0,0,22.0,0
2016-04-06,56.66,0,0,25.6,261.0
2016-04-07,53.96,0,0,7.6,0
2016-04-08,52.16,0,0,4.7,0
2016-04-09,55.400000000000006,0,0,7.6,0
2016-04-10,55.040000000000006,0,0,12.0,0
2016-04-11,45.5,0,0,4.3,0
2016-04-12,53.6,0,0,7.6,0
2016-04-13,59.0,0,0,6.6,0
2016-04-14,61.16,0,0,8.0,0
2016-04-15,46.04,0,0,9.6,0
2016-04-16,33.44,0,0,7.4,0
2016-04-17,33.8,0,0,4.0,0
2016-04-18,37.58,0,0,4.4,0
2016-04-19,0,0,0,0,0
2016-04-20,45.68,0,0,5.7,0
2016-04-21,53.6,0,0,8.2,172.0
2016-04-22,59.18,0,0,5.7,0
2016-04-23,59.540000000000006,0,0,12.2,0
2016-04-24,55.76,0,0,10.8,0
2016-04-25,54.5,0,0,8.1,0
2016-04-26,42.8,0,0,10.1,0
2016-04-27,42.44,0,0,7.8,0
2016-04-28,36.68,0,0,6.9,0
2016-04-29,34.16,0,0,3.6,0
2016-04-30,35.42,0,0,14.8,0
2016-05-01,37.22,0,0,5.4,0
2016-05-02,45.5,0,0,4.2,0
2016-05-03,54.5,0,0,7.7,0
2016-05-04,60.44,0,0,5.2,0
2016-05-05,64.4,0,0,5.1,0
2016-05-06,62.96,0,0,6.6,0
2016-05-07,49.64,0,0,12.8,0
2016-05-08,47.120000000000005,0,0,5.9,0
2016-05-09,54.5,0,0,8.7,0
2016-05-10,56.120000000000005,0,0,10.7,0
2016-05-11,51.44,0,0,6.6,0
2016-05-12,54.86,0,0,4.7,0
2016-05-13,59.0,0,0,11.6,0
2016-05-14,43.7,0,0,9.1,15.0
2016-05-15,44.96,0,0,6.5,0
2016-05-16,42.8,0,0,8.2,0
2016-05-17,41.54,0,0,2.0,0
2016-05-18,51.980000000000004,0,0,3.8,0
2016-05-19,59.540000000000006,0,0,5.1,0
2016-05-20,64.58000000000001,0,0,7.7,0
2016-05-21,63.86,0,0,4.7,0
2016-05-22,61.519999999999996,0,0,8.6,0
2016-05-23,0,0,0,0,0
2016-05-24,58.46,0,0,5.5,0
2016-05-25,59.540000000000006,0,0,7.4,0
2016-05-26,55.040000000000006,0,0,8.1,0
2016-05-27,0,0,0,0,0
2016-05-28,57.56,0,0,7.1,0
2016-05-29,61.34,0,0,4.6,0
2016-05-30,61.7,0,0,7.9,0
2016-05-31,57.2,0,0,7.0,0
2016-06-01,60.44,0,0,5.9,0
2016-06-02,66.74000000000001,0,0,5.3,0
2016-06-03,70.16,0,0,7.0,0
2016-06-04,67.64,0,0,2.9,0
2016-06-05,68.36,0,0,4.1,0
2016-06-06,68.9,0,0,5.9,0
2016-06-07,0,0,0,0,0
2016-06-08,69.80000000000001,0,0,6.2,0
2016-06-09,74.66,0,0,8.8,0
2016-06-10,77.0,0,0,5.4,0
2016-06-11,0,0,0,0,0
2016-06-12,71.6,0,0,7.7,0
2016-06-13,64.03999999999999,0,0,5.6,0
2016-06-14,69.62,0,0,11.1,0
2016-06-15,0,0,0,0,0
2016-06-16,77.53999999999999,0,0,7.1,0
2016-06-17,76.64,0,0,6.0,0
2016-06-18,75.74000000000001,0,0,5.0,0
2016-06-19,79.88,0,0,5.4,0
2016-06-20,70.88,0,0,6.7,0
2016-06-21,78.80000000000001,0,0,5.0,0
2016-06-22,73.4,0,0,9.1,0
2016-06-23,0,0,0,0,0
2016-06-24,0,0,0,0,0
2016-06-25,73.94,0,0,6.5,0
2016-06-26,74.48,0,0,5.1,0
2016-06-27,76.64,0,0,7.0,0
2016-06-28,72.5,0,0,6.0,0
2016-06-29,69.25999999999999,0,0,5.6,0
2016-06-30,66.74000000000001,0,0,6.9,0
2016-07-01,0,0,0,0,0
2016-07-02,68.36,0,0,3.8,0
2016-07-03,72.5,0,0,5.6,0
2016-07-04,79.7,0,0,8.5,0
2016-07-05,77.0,0,0,8.3,0
2016-07-06,78.08000000000001,0,0,8.6,0
2016-07-07,75.74000000000001,0,0,7.1,0
2016-07-08,74.12,0,0,6.8,0
2016-07-09,78.62,0,0,5.6,0
2016-07-10,83.84,0,0,7.9,0
2016-07-11,76.64,0,0,13.2,0
2016-07-12,75.56,0,0,6.5,0
2016-07-13,0,0,0,0,0
2016-07-14,71.78,0,0,6.2,0
2016-07-15,70.16,0,0,7.6,0
2016-07-16,72.32,0,0,4.3,0
2016-07-17,76.82,0,0,7.6,0
2016-07-18,71.78,0,0,5.6,0
2016-07-19,73.75999999999999,0,0,6.3,0
2016-07-20,77.36,0,0,9.1,0
2016-07-21,79.7,0,0,6.7,0
2016-07-22,81.5,0,0,7.3,0
2016-07-23,80.42,0,0,7.0,0
2016-07-24,73.94,0,0,6.6,0
2016-07-25,73.03999999999999,0,0,5.6,0
2016-07-26,76.64,0,0,8.1,0
2016-07-27,75.2,0,0,7.0,0
2016-07-28,71.96000000000001,0,0,7.7,0
2016-07-29,0,0,0,0,0
2016-07-30,74.12,0,0,4.5,0
2016-07-31,75.56,0,0,7.8,0
2016-08-01,78.62,0,0,4.2,0
2016-08-02,76.28,0,0,6.3,0
2016-08-03,76.28,0,0,3.4,0
2016-08-04,67.82,0,0,7.0,0
2016-08-05,64.94,0,0,3.5,0
2016-08-06,67.64,0,0,5.1,0
2016-08-07,73.4,0,0,4.7,0
2016-08-08,77.9,0,0,8.3,0
2016-08-09,78.25999999999999,0,0,8.3,0
2016-08-10,75.56,0,0,7.4,0
2016-08-11,74.48,0,0,5.4,0
2016-08-12,69.25999999999999,0,0,4.6,0
2016-08-13,70.88,0,0,5.4,0
2016-08-14,72.86,0,0,5.4,0
2016-08-15,75.74000000000001,0,0,8.3,0
2016-08-16,70.52,0,0,7.6,0
2016-08-17,74.30000000000001,0,0,5.9,0
2016-08-18,69.44,0,0,8.8,0
2016-08-19,60.620000000000005,0,0,7.8,0
2016-08-20,60.980000000000004,0,0,4.6,0
2016-08-21,70.16,0,0,4.7,0
2016-08-22,73.58000000000001,0,0,6.4,0
2016-08-23,75.38,0,0,10.2,0
2016-08-24,64.58000000000001,0,0,9.0,0
2016-08-25,57.92,0,0,5.9,0
2016-08-26,0,0,0,0,0
2016-08-27,66.74000000000001,0,0,5.8,0
2016-08-28,70.52,0,0,5.8,0
2016-08-29,67.46000000000001,0,0,10.2,0
2016-08-30,67.64,0,0,7.8,0
2016-08-31,65.84,0,0,3.6,0
2016-09-01,67.1,0,0,4.1,0
2016-09-02,69.98,0,0,4.8,0
2016-09-03,0,0,0,0,0
2016-09-04,67.64,0,0,4.4,0
2016-09-05,69.80000000000001,0,0,6.3,0
2016-09-06,66.38,0,0,6.5,0
2016-09-07,69.08000000000001,0,0,3.7,0
2016-09-08,72.14,0,0,6.9,0
2016-09-09,62.96,0,0,9.8,0
2016-09-10,60.44,0,0,3.7,0
2016-09-11,70.34,0,0,9.2,0
2016-09-12,66.38,0,0,11.3,0
2016-09-13,51.26,0,0,6.3,0
2016-09-14,57.56,0,0,4.6,0
2016-09-15,59.18,0,0,5.1,0
2016-09-16,57.74,0,0,4.2,0
2016-09-17,61.519999999999996,0,0,3.8,0
2016-09-18,71.6,0,0,8.2,0
2016-09-19,75.2,0,0,7.0,0
2016-09-20,72.5,0,0,3.7,0
2016-09-21,72.86,0,0,5.5,0
2016-09-22,62.06,0,0,3.4,0
2016-09-23,64.22,0,0,9.7,0
2016-09-24,55.400000000000006,0,0,14.8,0
2016-09-25,56.84,0,0,5.8,0
2016-09-26,59.540000000000006,0,0,4.3,0
2016-09-27,64.4,0,0,3.8,0
2016-09-28,65.84,0,0,5.4,0
2016-09-29,63.31999999999999,0,0,3.5,0
2016-09-30,0,0,0,0,0
2016-10-01,64.58000000000001,0,0,4.7,0
2016-10-02,64.94,0,0,4.4,0
2016-10-03,60.8,0,0,15.0,0
2016-10-04,53.96,0,0,13.3,0
2016-10-05,54.86,0,0,11.1,0
2016-10-06,46.4,0,0,7.5,0
2016-10-07,47.3,0,0,4.1,0
2016-10-08,55.22,0,0,3.7,0
2016-10-09,57.2,0,0,2.2,0
